"x","y"
-0.019999999999999962,-0.24950000000000006
-0.01899999999999996,-0.24950000000000006
-0.01799999999999996,-0.24950000000000006
-0.01699999999999996,-0.24950000000000006
-0.01599999999999996,-0.24950000000000006
-0.014999999999999958,-0.24950000000000006
-0.013999999999999957,-0.24950000000000006
-0.012999999999999956,-0.24950000000000006
-0.011999999999999955,-0.24950000000000006
-0.010999999999999954,-0.24950000000000006
-0.009999999999999953,-0.24950000000000006
-0.008999999999999952,-0.24950000000000006
-0.008000000000000007,-0.24950000000000006
-0.007000000000000006,-0.24950000000000006
-0.006000000000000005,-0.24950000000000006
-0.0050000000000000044,-0.24950000000000006
-0.0040000000000000036,-0.24950000000000006
-0.0030000000000000027,-0.24950000000000006
-0.0020000000000000018,-0.24950000000000006
-0.0010000000000000009,-0.24950000000000006
0.0,-0.24950000000000006
0.0010000000000000009,-0.24950000000000006
0.0020000000000000018,-0.24950000000000006
0.0030000000000000027,-0.24950000000000006
0.0040000000000000036,-0.24950000000000006
0.0050000000000000044,-0.24950000000000006
0.006000000000000005,-0.24950000000000006
0.007000000000000006,-0.24950000000000006
0.008000000000000007,-0.24950000000000006
0.009000000000000008,-0.24950000000000006
0.010000000000000009,-0.24950000000000006
0.01100000000000001,-0.24950000000000006
0.01200000000000001,-0.24950000000000006
0.013000000000000012,-0.24950000000000006
0.014000000000000012,-0.24950000000000006
0.015000000000000013,-0.24950000000000006
0.016000000000000014,-0.24950000000000006
0.017000000000000015,-0.24950000000000006
0.018000000000000016,-0.24950000000000006
0.019000000000000017,-0.24950000000000006
0.020000000000000018,-0.24950000000000006
0.02100000000000002,-0.24950000000000006
0.02200000000000002,-0.24950000000000006
0.02300000000000002,-0.24950000000000006
0.02400000000000002,-0.24950000000000006
0.025000000000000022,-0.24950000000000006
0.026000000000000023,-0.24950000000000006
0.027000000000000024,-0.24950000000000006
0.028000000000000025,-0.24950000000000006
0.029000000000000026,-0.24950000000000006
0.030000000000000027,-0.24950000000000006
0.031000000000000028,-0.24950000000000006
0.03200000000000003,-0.24950000000000006
0.03300000000000003,-0.24950000000000006
0.03400000000000003,-0.24950000000000006
0.03500000000000003,-0.24950000000000006
0.03600000000000003,-0.24950000000000006
0.03700000000000003,-0.24950000000000006
0.038000000000000034,-0.24950000000000006
0.039000000000000035,-0.24950000000000006
0.040000000000000036,-0.24950000000000006
0.041000000000000036,-0.24950000000000006
0.04200000000000004,-0.24950000000000006
0.04300000000000004,-0.24950000000000006
0.04400000000000004,-0.24950000000000006
0.04500000000000004,-0.24950000000000006
0.04600000000000004,-0.24950000000000006
0.04700000000000004,-0.24950000000000006
0.04800000000000004,-0.24950000000000006
-0.02999999999999997,-0.24850000000000005
-0.02899999999999997,-0.24850000000000005
-0.02799999999999997,-0.24850000000000005
-0.02699999999999997,-0.24850000000000005
-0.025999999999999968,-0.24850000000000005
-0.024999999999999967,-0.24850000000000005
-0.023999999999999966,-0.24850000000000005
-0.022999999999999965,-0.24850000000000005
-0.021999999999999964,-0.24850000000000005
-0.020999999999999963,-0.24850000000000005
0.049000000000000044,-0.24850000000000005
0.050000000000000044,-0.24850000000000005
0.051000000000000045,-0.24850000000000005
0.052000000000000046,-0.24850000000000005
0.05300000000000005,-0.24850000000000005
0.05400000000000005,-0.24850000000000005
0.05499999999999999,-0.24850000000000005
0.055999999999999994,-0.24850000000000005
-0.03699999999999998,-0.24750000000000005
-0.035999999999999976,-0.24750000000000005
-0.034999999999999976,-0.24750000000000005
-0.033999999999999975,-0.24750000000000005
-0.032999999999999974,-0.24750000000000005
-0.03199999999999997,-0.24750000000000005
-0.030999999999999972,-0.24750000000000005
0.056999999999999995,-0.24750000000000005
0.057999999999999996,-0.24750000000000005
0.059,-0.24750000000000005
0.06,-0.24750000000000005
0.061,-0.24750000000000005
-0.04199999999999998,-0.24650000000000005
-0.04099999999999998,-0.24650000000000005
-0.03999999999999998,-0.24650000000000005
-0.03899999999999998,-0.24650000000000005
-0.03799999999999998,-0.24650000000000005
0.062,-0.24650000000000005
0.063,-0.24650000000000005
0.064,-0.24650000000000005
0.065,-0.24650000000000005
-0.046999999999999986,-0.24550000000000005
-0.045999999999999985,-0.24550000000000005
-0.044999999999999984,-0.24550000000000005
-0.043999999999999984,-0.24550000000000005
-0.04299999999999998,-0.24550000000000005
0.066,-0.24550000000000005
0.067,-0.24550000000000005
0.068,-0.24550000000000005
-0.05099999999999999,-0.24450000000000005
-0.04999999999999999,-0.24450000000000005
-0.04899999999999999,-0.24450000000000005
-0.04799999999999999,-0.24450000000000005
0.069,-0.24450000000000005
0.07,-0.24450000000000005
-0.05399999999999999,-0.24350000000000005
-0.05299999999999999,-0.24350000000000005
-0.05199999999999999,-0.24350000000000005
0.07100000000000001,-0.24350000000000005
0.07200000000000001,-0.24350000000000005
-0.056999999999999995,-0.24250000000000005
-0.055999999999999994,-0.24250000000000005
-0.05499999999999999,-0.24250000000000005
0.07300000000000001,-0.24250000000000005
0.07400000000000001,-0.24250000000000005
-0.05999999999999997,-0.24150000000000005
-0.05899999999999997,-0.24150000000000005
-0.05799999999999997,-0.24150000000000005
0.07500000000000001,-0.24150000000000005
0.07600000000000001,-0.24150000000000005
-0.06299999999999997,-0.24050000000000005
-0.06199999999999997,-0.24050000000000005
-0.06099999999999997,-0.24050000000000005
0.07700000000000001,-0.24050000000000005
-0.06499999999999997,-0.23950000000000005
-0.06399999999999997,-0.23950000000000005
0.07800000000000001,-0.23950000000000005
0.07900000000000001,-0.23950000000000005
-0.06699999999999998,-0.23850000000000005
-0.06599999999999998,-0.23850000000000005
0.08000000000000002,-0.23850000000000005
-0.06899999999999998,-0.23750000000000004
-0.06799999999999998,-0.23750000000000004
0.08100000000000002,-0.23750000000000004
-0.07099999999999998,-0.23650000000000004
-0.06999999999999998,-0.23650000000000004
0.08200000000000002,-0.23650000000000004
0.08300000000000002,-0.23650000000000004
-0.07299999999999998,-0.23550000000000004
-0.07199999999999998,-0.23550000000000004
0.08400000000000002,-0.23550000000000004
-0.07399999999999998,-0.23450000000000004
0.08500000000000002,-0.23450000000000004
